label_policy,n_offset_hours,model,best_epoch,best_val_macro_auroc,train_examples,val_examples,test_examples,train_patients,val_patients,test_patients,split,macro_auroc,macro_auprc,micro_auroc,micro_auprc,pneumonia_auroc,pneumonia_auprc,pneumonia_prevalence,consolidation_auroc,consolidation_auprc,consolidation_prevalence,lung_opacity_auroc,lung_opacity_auprc,lung_opacity_prevalence,pneumothorax_auroc,pneumothorax_auprc,pneumothorax_prevalence,pleural_effusion_auroc,pleural_effusion_auprc,pleural_effusion_prevalence,pulmonary_edema_auroc,pulmonary_edema_auprc,pulmonary_edema_prevalence
explicit_01,2,latest_mlp,17,0.6129902573345088,13411,2903,2918,8433,1811,1805,val,0.6129902573345088,0.6413980344525919,0.6787365926639572,0.7049267334219826,0.6165411168242781,0.4935434989821145,0.4029411764705882,0.6993721747865393,0.7212058717559844,0.5486284289276808,0.522042713023379,0.9660214080007116,0.961100569259962,0.5408802921884317,0.2157895957353643,0.1535433070866141,0.6755418216339766,0.7753572854620138,0.6367861885790173,0.6235634255504492,0.6764705467793629,0.5849701110162254
explicit_01,2,latest_mlp,17,0.6129902573345088,13411,2903,2918,8433,1811,1805,test,0.6041861607043947,0.6315180498461278,0.6735731391845444,0.7017560742275208,0.5978982386267154,0.5091979909002827,0.4131326949384405,0.6739937106918239,0.7078723235187305,0.5571030640668524,0.5432704936251036,0.963451630899699,0.9572727272727272,0.5542117647058824,0.1830692273590679,0.15,0.6304059195008749,0.7547426089822658,0.6603527106466361,0.6253368370759674,0.6707745174167211,0.5736981465136805
explicit_01,4,single_mlp,4,0.5804641759499672,12011,2607,2571,6451,1405,1382,val,0.5804641759499672,0.6371137790636513,0.601819128544467,0.6552200035643694,0.541243265361795,0.4705593267907872,0.4307178631051753,0.6101568334578044,0.7721795996893654,0.7057142857142857,0.5360484999222759,0.9695309788525192,0.9633123689727464,0.5582892538975501,0.1843634215098566,0.1512287334593572,0.6464057295951892,0.7605398597196003,0.6396574440052701,0.5906414734651889,0.6655094878197795,0.5860621326616289
explicit_01,4,single_mlp,4,0.5804641759499672,12011,2607,2571,6451,1405,1382,test,0.5992855498080095,0.6521895568703663,0.6203027498880818,0.6734003727562099,0.6008996851102114,0.5486664946146751,0.4481132075471698,0.6287878787878788,0.8020216055412064,0.6971830985915493,0.5652163780848733,0.9591795307835628,0.9510416666666668,0.5541250546420525,0.1573826197839168,0.138,0.6343425300711423,0.7584429180067834,0.6488801054018445,0.6123417721518988,0.6874441724920535,0.5842105263157895
explicit_01,4,sequence_attention,7,0.606793629931495,10224,2212,2199,6451,1405,1382,val,0.606793629931495,0.650790840149184,0.6532026532828631,0.679479919332753,0.5737567310738043,0.5015598852336082,0.4339250493096647,0.6385767790262172,0.7858665982217867,0.6962457337883959,0.5638486027591085,0.9713817335180276,0.9589552238805972,0.5992911718678081,0.2101809929712032,0.1565600882028666,0.6558108353059091,0.7646004664779311,0.6373626373626373,0.6094776595561228,0.6711553644725471,0.5774358974358974
explicit_01,4,sequence_attention,7,0.606793629931495,10224,2212,2199,6451,1405,1382,test,0.6113613874987981,0.6598212399034992,0.6560871990254487,0.6909947725470045,0.6275771047513198,0.5718816008684142,0.4362292051756007,0.6352114826691098,0.802488080957257,0.7051792828685259,0.6068845177664975,0.9661380398094784,0.9516908212560388,0.5334999561518898,0.1706294468650614,0.148235294117647,0.642829649253672,0.7683501913453024,0.6513975155279503,0.6221656144002994,0.679440079575482,0.5791139240506329
explicit_01,4,latest_mlp,9,0.5816787694561352,10224,2212,2199,6451,1405,1382,val,0.5816787694561352,0.6460321223114418,0.6427238711916943,0.6825079947304736,0.547188786822933,0.4974491015817029,0.4339250493096647,0.613075567305574,0.7771412156205586,0.6962457337883959,0.4904688912471013,0.9588036383438056,0.9589552238805972,0.5667909417288042,0.2020857462016748,0.1565600882028666,0.6579340200029855,0.7662937138197212,0.6373626373626373,0.6146144096294125,0.6744193183011874,0.5774358974358974
explicit_01,4,latest_mlp,9,0.5816787694561352,10224,2212,2199,6451,1405,1382,test,0.6175677211356524,0.6625877194561411,0.6577438251135634,0.7065185628213403,0.6148513475965546,0.5622561337519449,0.4362292051756007,0.6323866239120477,0.8080050387934611,0.7051792828685259,0.6353426395939086,0.9703179585924172,0.9516908212560388,0.5624123037797071,0.1830901498412829,0.148235294117647,0.6429384860012052,0.7659596149097566,0.6513975155279503,0.617474925930491,0.6858974208479843,0.5791139240506329
explicit_01,6,single_mlp,7,0.599221741221629,11099,2411,2390,5875,1272,1273,val,0.599221741221629,0.6587655820181401,0.6226652900108287,0.6750971947003588,0.5621146647583397,0.5236208246681181,0.4584103512014787,0.6648274369793358,0.8440922167442226,0.7476038338658147,0.5531535957747343,0.9670884436170488,0.9575418994413408,0.5657215091404123,0.1730568559846291,0.1489572989076464,0.6465860576763348,0.7654248169642462,0.6510989010989011,0.6029271830006169,0.6793103341305746,0.5839285714285715
explicit_01,6,single_mlp,7,0.599221741221629,11099,2411,2390,5875,1272,1273,test,0.5972423965132941,0.6577559155587344,0.6405274932473382,0.6928093657039378,0.6018585209003215,0.5356566639637725,0.445632798573975,0.5834314495028781,0.7881705217523053,0.7153284671532847,0.5877376794722546,0.9632904460501672,0.9502212389380532,0.5268910538771139,0.1679199232841098,0.1412487205731832,0.6433269846468076,0.7793395323229353,0.6701173222912353,0.6402086906803888,0.7121584059791162,0.5910780669144982
explicit_01,6,sequence_attention,33,0.601575605247591,9415,2043,2035,5875,1272,1273,val,0.601575605247591,0.6647217626927472,0.6908152109979352,0.6959291846289299,0.5631306549502924,0.5254562011182264,0.4602150537634408,0.7014055786177263,0.8679885040905104,0.7425373134328358,0.505982905982906,0.9577699065394458,0.952063914780293,0.564312915248744,0.1929636864425178,0.1577726218097447,0.6281905269383239,0.7511517742430593,0.6445536445536445,0.6464310497475534,0.693000503722724,0.5725108225108225
explicit_01,6,sequence_attention,33,0.601575605247591,9415,2043,2035,5875,1272,1273,test,0.5936490042514838,0.6521610115619431,0.6951335746832282,0.7100172147040427,0.5911239591287589,0.5237372317450448,0.4355179704016913,0.5922228060956386,0.7851807638658574,0.7238493723849372,0.5991847826086958,0.9670290569089453,0.9509043927648578,0.5103723404255318,0.1602593207474965,0.1536614645858343,0.6317969793853788,0.7721733007711538,0.6736842105263158,0.6371931578648993,0.704586395333161,0.5850111856823266
explicit_01,6,latest_mlp,8,0.5874806869305819,9415,2043,2035,5875,1272,1273,val,0.5874806869305819,0.6620122898231935,0.638058729753082,0.6849119499485895,0.5611293145176304,0.5436746095421983,0.4602150537634408,0.6526108804894035,0.8367404006344064,0.7425373134328358,0.4589355089355089,0.9495004805609052,0.952063914780293,0.5862755226057366,0.2041656317566881,0.1577726218097447,0.6489746982942868,0.7626493408579416,0.6445536445536445,0.616958196740925,0.6753432755870215,0.5725108225108225
explicit_01,6,latest_mlp,8,0.5874806869305819,9415,2043,2035,5875,1272,1273,test,0.5910297470968857,0.6578321543089091,0.6470796662713523,0.7011750221220223,0.5981509763281335,0.5303746034999229,0.4355179704016913,0.5726484498160798,0.7886912217304667,0.7238493723849372,0.5720466247139588,0.9616367929639034,0.9509043927648578,0.5123947251773049,0.1683055865801911,0.1536614645858343,0.6468359300439015,0.7862385111819433,0.6736842105263158,0.6441017765019352,0.7117462098970271,0.5850111856823266
explicit_01,8,single_mlp,14,0.6128418025675986,10865,2342,2335,5720,1235,1242,val,0.6128418025675986,0.6744191049460119,0.671224358121993,0.7189939373338011,0.5957718907178784,0.569913031884421,0.4576271186440678,0.6684084084084084,0.848133957214848,0.7525083612040134,0.5833042263360111,0.9721600848194634,0.958968347010551,0.5480493209555306,0.1794930734781752,0.1447502548419979,0.6473652118100128,0.7657990864395758,0.6588072122052705,0.6341517571777497,0.7110153958395871,0.5958595859585959
explicit_01,8,single_mlp,14,0.6128418025675986,10865,2342,2335,5720,1235,1242,test,0.5837761599500567,0.6547299746809222,0.6647213907421086,0.7198726802883612,0.5570246755099129,0.506097722425263,0.4632768361581921,0.6206028464017186,0.8229753211571882,0.7205882352941176,0.5564351824902498,0.9645605386307116,0.9533560864618884,0.5133364733793874,0.1587810608618321,0.1389172625127681,0.641062070754042,0.7783150536276559,0.6750700280112045,0.6141957111650302,0.6976501513828826,0.5977121067683508
explicit_01,8,sequence_attention,15,0.6154357651436267,9195,1975,2001,5720,1235,1242,val,0.6154357651436267,0.6667268620142903,0.6531002268333559,0.6642337894753328,0.6028767979987492,0.5765247380607241,0.4581497797356828,0.6952724358974358,0.8487884382384192,0.7470817120622568,0.5730552659019812,0.9639312287324264,0.9513888888888888,0.5543459365493264,0.1767190026938159,0.1551312649164677,0.6337533420127035,0.7460159614284629,0.6480865224625624,0.633310812501564,0.6883818029318933,0.5741150442477876
explicit_01,8,sequence_attention,15,0.6154357651436267,9195,1975,2001,5720,1235,1242,test,0.5940684144511525,0.6571733610285129,0.6594556933130273,0.6878546687753211,0.5797513530472979,0.5263096822040205,0.4613686534216336,0.5957142857142856,0.799892799814022,0.7322175732217573,0.6006755414265844,0.9692715404409804,0.953580901856764,0.5116667773571539,0.1610931270316038,0.1494661921708185,0.6476254651821676,0.7838590077456582,0.6810766721044046,0.6289770639794259,0.7026140089347925,0.588500563697858
explicit_01,8,latest_mlp,11,0.608828433986092,9195,1975,2001,5720,1235,1242,val,0.608828433986092,0.6710747582522689,0.6462037576460622,0.694796634711709,0.6023393527204502,0.5662804338435876,0.4581497797356828,0.6896634615384615,0.8535738272492714,0.7470817120622568,0.5361835245046924,0.957954234732006,0.9513888888888888,0.5441003911342894,0.1862813387448746,0.1551312649164677,0.6506310751797327,0.7665620798849848,0.6480865224625624,0.630052798838926,0.6957966350588887,0.5741150442477876
explicit_01,8,latest_mlp,11,0.608828433986092,9195,1975,2001,5720,1235,1242,test,0.5910279653276321,0.6601688375291975,0.6496768860451567,0.7095944765585298,0.5615930661228332,0.5118614769969569,0.4613686534216336,0.5873660714285714,0.812776162948067,0.7322175732217573,0.6087025630836479,0.9689106902423568,0.953580901856764,0.5170795421841448,0.1760740243881566,0.1494661921708185,0.6490206288190881,0.7940595428457722,0.6810766721044046,0.6224059203275074,0.6973311277538754,0.588500563697858
explicit_01,10,single_mlp,15,0.602616851692713,10822,2356,2375,5674,1240,1259,val,0.602616851692713,0.6726399267262374,0.6720089931094178,0.7168441491961983,0.6018838463429093,0.5565322522110033,0.4564393939393939,0.657891909315569,0.8300705298729392,0.7346278317152104,0.5168370824812543,0.9618449747291784,0.9576968272620446,0.5736900494965012,0.2108432441453849,0.1553985872855701,0.6568067360034404,0.793882852525107,0.6809256661991585,0.6085914865166036,0.6826657068738119,0.5962790697674418
explicit_01,10,single_mlp,15,0.602616851692713,10822,2356,2375,5674,1240,1259,test,0.5918482121451315,0.6557643316156306,0.6695908446325544,0.7175875599195229,0.5507679427218661,0.5359477054020162,0.476280834914611,0.6228382838283828,0.8090812461202346,0.7292418772563177,0.5984594085071286,0.9676022927588792,0.952819332566168,0.5271755609460278,0.1476903692413967,0.1347869177403369,0.618869157226569,0.7727225110880107,0.687239944521498,0.6329789196408149,0.7015418650832466,0.591123701605288
explicit_01,10,sequence_attention,8,0.5997695480414722,9162,1999,2050,5674,1240,1259,val,0.5997695480414722,0.6720613690554039,0.6665258842906427,0.708473082497237,0.5997442958300551,0.5474753320499555,0.4525386313465783,0.6234586466165414,0.7952848719520996,0.7307692307692307,0.5005995451726277,0.9572657917923408,0.9517906336088154,0.584560065160816,0.2445919296728348,0.1649122807017544,0.65104860134396,0.7856152941434871,0.6721991701244814,0.6392061341248333,0.7021349947217055,0.5773195876288659
explicit_01,10,sequence_attention,8,0.5997695480414722,9162,1999,2050,5674,1240,1259,test,0.5917630544944631,0.6593700963862973,0.6687878952730437,0.7122711055096363,0.5641025641025641,0.5407651120523409,0.4765100671140939,0.618736570691878,0.7942647190342942,0.7336065573770492,0.5575258847164272,0.962836228531238,0.952317880794702,0.5409292381498669,0.1637946749417964,0.1439909297052154,0.628334499564198,0.7848911449820246,0.6951612903225807,0.640949569741845,0.7096686987760892,0.5805739514348786
explicit_01,10,latest_mlp,7,0.6077273985216366,9162,1999,2050,5674,1240,1259,val,0.6077273985216366,0.6734104956385442,0.6305359982684843,0.6902845279977641,0.6085267505900867,0.553833989098438,0.4525386313465783,0.6715789473684212,0.8356488747157818,0.7307692307692307,0.5267727930535455,0.950943782930786,0.9517906336088154,0.566531577169875,0.2191011558570152,0.1649122807017544,0.648155961869042,0.7848167956325259,0.6721991701244814,0.6247983610788489,0.6961183755967183,0.5773195876288659
explicit_01,10,latest_mlp,7,0.6077273985216366,9162,1999,2050,5674,1240,1259,test,0.5826423976795131,0.6550526245847662,0.6243331750757494,0.6883853133936346,0.546145820793708,0.5187204408490911,0.4765100671140939,0.6220025784271594,0.8170365187215964,0.7336065573770492,0.5440233348786895,0.9612779255017058,0.952317880794702,0.5246128174375554,0.159716517150314,0.1439909297052154,0.6281012533912766,0.7845395534576247,0.6951612903225807,0.6309685811486891,0.6890247918282649,0.5805739514348786
explicit_01,12,single_mlp,4,0.6068165087118841,11027,2397,2439,5721,1229,1276,val,0.6068165087118841,0.685913145713199,0.6154829933939838,0.6910013694567583,0.604748208223312,0.5774794904774742,0.4772277227722772,0.6826136363636363,0.8460377033598063,0.7333333333333333,0.5513123128412896,0.960157012751209,0.958628841607565,0.5496792287467134,0.2217421767964346,0.1570327552986512,0.6365590192120805,0.7964572909632486,0.699524133242692,0.615986646884273,0.7136051999310208,0.6160877513711152
explicit_01,12,single_mlp,4,0.6068165087118841,11027,2397,2439,5721,1229,1276,test,0.5843209473539924,0.6670535280219335,0.6168415161207429,0.6828604721961204,0.5783742645552205,0.5583522044029864,0.48565965583174,0.5798420221169036,0.8211526376848636,0.7377622377622378,0.5324287609780753,0.9619945410049038,0.9563719862227325,0.559299096215402,0.1628509409545415,0.1349282296650717,0.6242107492107491,0.7913259175382374,0.7034068136272545,0.6317707910476036,0.7066449265460683,0.5913200723327305
explicit_01,12,sequence_attention,5,0.6062221031958711,9402,2045,2123,5721,1229,1276,val,0.6062221031958711,0.6835575403157846,0.6296660828589896,0.6867797225507192,0.6115942028985507,0.5904391631949066,0.4736842105263157,0.6544916879795396,0.8090082439094848,0.7301587301587301,0.5592270444763271,0.9686344867909362,0.9561042524005487,0.5464380042693295,0.2335346385617074,0.1653631284916201,0.6361590374783685,0.7989823193538026,0.6937299035369775,0.629422642073111,0.7007463900838704,0.5904017857142857
explicit_01,12,sequence_attention,5,0.6062221031958711,9402,2045,2123,5721,1229,1276,test,0.5971152538930328,0.6711713678395395,0.632659093087911,0.6822828804488634,0.5869502612416176,0.5776014638310736,0.4943310657596372,0.6286415711947626,0.8223779983265462,0.7430830039525692,0.5398550724637681,0.9637738628969316,0.9570871261378412,0.56607421875,0.1745279078571273,0.1379310344827586,0.6305114739125471,0.7941680854512474,0.7081413210445469,0.6306589257955014,0.6945788886743101,0.5808823529411765
explicit_01,12,latest_mlp,10,0.5917973794687267,9402,2045,2123,5721,1229,1276,val,0.5917973794687267,0.6768430039324227,0.650220804403578,0.7157333800342711,0.5790485192186515,0.5714530529376906,0.4736842105263157,0.6502557544757033,0.811953828323217,0.7301587301587301,0.492243543758967,0.9550053903051212,0.9561042524005487,0.5539907377256774,0.217812397161227,0.1653631284916201,0.6482954839219837,0.8068157109626768,0.6937299035369775,0.6269502377113777,0.6980176439046035,0.5904017857142857
explicit_01,12,latest_mlp,10,0.5917973794687267,9402,2045,2123,5721,1229,1276,test,0.5847307414927584,0.6652754127921091,0.6476027226536285,0.7076039913096364,0.5786810383840046,0.5524467766268719,0.4943310657596372,0.6113747954173486,0.8329557806453498,0.7430830039525692,0.5179718379446641,0.9601302012244776,0.9570871261378412,0.532587890625,0.1555884924325641,0.1379310344827586,0.6333143052859915,0.798850298494729,0.7081413210445469,0.6344545812995419,0.6916809273286618,0.5808823529411765
all_nonpositive_negative,0,single_mlp,11,0.6814072409705925,57414,12437,12516,26719,5719,5730,val,0.6814072409705925,0.1831622296298526,0.7079237744054072,0.1984916456102161,0.6011939324158405,0.0816381965711438,0.0582133955133874,0.6600163109461605,0.0570360369986856,0.0340918227868457,0.6446312699621415,0.2935722061464056,0.2008522955696711,0.6818159575061875,0.0394416863211197,0.0172067218782664,0.7533710738237656,0.3551587609170971,0.1620969687223607,0.7474149011694591,0.2721264908246638,0.1256733939052826
all_nonpositive_negative,0,single_mlp,11,0.6814072409705925,57414,12437,12516,26719,5719,5730,test,0.6720750342862473,0.1795372840883196,0.7072655540631093,0.1936522360605438,0.5986081386687224,0.0825400492199729,0.0614413550655161,0.6696715838103319,0.0570453476283747,0.0306008309364014,0.6402193942787637,0.2699894386883205,0.1905560882070949,0.6082275744043968,0.0350221243377829,0.0169383189517417,0.7547449884000592,0.3572759163032644,0.1671460530520933,0.7609785261552099,0.2753508283522025,0.1202460850111856
all_nonpositive_negative,0,sequence_attention,7,0.7054674431148934,51101,11065,11161,26719,5719,5730,val,0.7054674431148934,0.1870250711165571,0.7274222399035144,0.1962014712695461,0.6049380130989488,0.0774754610931237,0.0577496610935381,0.6933819092390578,0.0675226815934485,0.0327157704473565,0.652098241588911,0.2932732435117806,0.19692724807953,0.76030501691736,0.0513294067790927,0.0178038861274288,0.7603942467392897,0.3632335261202482,0.1590600994125621,0.7616872311057931,0.269316107601649,0.1200180750112968
all_nonpositive_negative,0,sequence_attention,7,0.7054674431148934,51101,11065,11161,26719,5719,5730,test,0.7018363444240062,0.186337796734402,0.7271284869154001,0.1945045123920057,0.6169686412796197,0.0878167527339454,0.0615536242272197,0.6832155887471858,0.0588272939409689,0.0307320132604605,0.651979630452751,0.2852195807504704,0.1906639190036735,0.728900822327919,0.0475940834914422,0.0168443687841591,0.7593987262858729,0.3598329533971409,0.1626198369321745,0.7705546574506884,0.2787361160924441,0.1147746617686587
all_nonpositive_negative,0,latest_mlp,5,0.6842717207209502,51101,11065,11161,26719,5719,5730,val,0.6842717207209502,0.1825082415765848,0.7096027071736034,0.2064272174392274,0.5959290710265386,0.0750837828740874,0.0577496610935381,0.6695068713630661,0.0601714758014988,0.0327157704473565,0.6491683655609368,0.2897716136532634,0.19692724807953,0.6902808319118765,0.0419988160457504,0.0178038861274288,0.7514816081285721,0.3579611003249141,0.1590600994125621,0.7492635763347114,0.2700626607599948,0.1200180750112968
all_nonpositive_negative,0,latest_mlp,5,0.6842717207209502,51101,11065,11161,26719,5719,5730,test,0.6769253782466351,0.1759352860382109,0.7055093590590023,0.1969355714475482,0.6111007807785772,0.0863012632949412,0.0615536242272197,0.6756776714330451,0.0558508440223722,0.0307320132604605,0.6398997847491528,0.274477708484071,0.1906639190036735,0.6326115261638333,0.0312375856530004,0.0168443687841591,0.7447900104875378,0.3438741793407605,0.1626198369321745,0.7574724958676642,0.2638701354341202,0.1147746617686587
all_nonpositive_negative,2,single_mlp,9,0.6539086097464187,25395,5536,5496,14217,3056,3039,val,0.6539086097464187,0.1854522469605557,0.6830075411848455,0.2071082782377232,0.6168699881068733,0.0776750217503119,0.0588872832369942,0.6389927916373181,0.0765180661679922,0.0489523121387283,0.6349361536581384,0.2990918146669943,0.2165823699421965,0.6303778826737322,0.0459540183644113,0.0314306358381502,0.7115871087062853,0.3622522609206473,0.203757225433526,0.6906877336961653,0.2512222998929769,0.1495664739884393
all_nonpositive_negative,2,single_mlp,9,0.6539086097464187,25395,5536,5496,14217,3056,3039,test,0.6517244270035915,0.190330008458337,0.6858746747347564,0.2129907196182367,0.5912229116310749,0.080982357479916,0.0638646288209607,0.63831886977432,0.0613049462978695,0.0398471615720524,0.6391124484716497,0.3069155151801597,0.217612809315866,0.6168607856846461,0.0567704167436765,0.0300218340611353,0.712397330089625,0.3869573288582582,0.2136098981077147,0.7124342163702333,0.2490494861901418,0.1410116448326055
all_nonpositive_negative,2,sequence_attention,6,0.6954265600857021,22445,4851,4877,14217,3056,3039,val,0.6954265600857021,0.1997784438378443,0.7060695186379156,0.2082850248435752,0.6322089661254544,0.0802086241724972,0.0564831993403422,0.7048035963173083,0.08867193653562,0.0453514739229024,0.650011034251448,0.2973096060614648,0.2088229231086374,0.7194055323448294,0.0612688480191155,0.0321583178726035,0.7450496031001803,0.4062425646767779,0.1976911976911977,0.7210806283749925,0.2649690835615906,0.1412079983508554
all_nonpositive_negative,2,sequence_attention,6,0.6954265600857021,22445,4851,4877,14217,3056,3039,test,0.6821710836589262,0.199669538918952,0.7015557717409241,0.2083700467346237,0.6070958636412985,0.0881457130003301,0.0619233135124051,0.667796664528544,0.0729235935757611,0.0410088168956325,0.6560042635705119,0.3193135867295836,0.2159114209555054,0.6900444256399407,0.0638221345136584,0.0307566126717244,0.7389890715835074,0.400775471826697,0.2072995694074225,0.7330962129897546,0.2530367338676818,0.1332786549108058
all_nonpositive_negative,2,latest_mlp,8,0.6645714903561326,22445,4851,4877,14217,3056,3039,val,0.6645714903561326,0.1899980389111269,0.6905103693339169,0.2159924166062494,0.6200424528226661,0.0787977229744806,0.0564831993403422,0.6585805147130995,0.0749342661166263,0.0453514739229024,0.629864780264071,0.2889868935020442,0.2088229231086374,0.6378136861363698,0.0510117431394589,0.0321583178726035,0.7303173698193242,0.3840278720734702,0.1976911976911977,0.710810138381265,0.2622297356606811,0.1412079983508554
all_nonpositive_negative,2,latest_mlp,8,0.6645714903561326,22445,4851,4877,14217,3056,3039,test,0.6576375319184881,0.1880877263255074,0.6853338441750915,0.2103403427323661,0.5984587268845222,0.0821726106351712,0.0619233135124051,0.6434691041265769,0.0668622189867015,0.0410088168956325,0.6429986102667413,0.305180225780677,0.2159114209555054,0.6306360623369296,0.0517253876538531,0.0307566126717244,0.7186834627683172,0.3836932886021461,0.2072995694074225,0.7115792251278411,0.2388926262944954,0.1332786549108058
all_nonpositive_negative,4,single_mlp,7,0.5936446144013257,16012,3526,3380,8656,1896,1816,val,0.5936446144013257,0.2070045939124115,0.6230141752205359,0.2233296980588673,0.5239620990008824,0.0807350397561647,0.073170731707317,0.5613275746901211,0.0866120639149614,0.0700510493477027,0.5954223437109347,0.3343415819090669,0.2606352807714123,0.5894329322638147,0.0576161802824587,0.045377197958026,0.6568417573425827,0.403887699491001,0.2753828701077708,0.6348809793996182,0.2788349981208168,0.1979580260918888
